index,sentiment,cum_sentiment
294.0,1.0088495575221239,114.0
295.0,-0.020833333333333332,-3.0
296.0,0.75728155339805825,78.0
297.0,0.050000000000000003,4.0
298.0,0.63636363636363635,56.0
299.0,0.025000000000000001,2.0
300.0,0.0,0.0
301.0,0.34545454545454546,19.0
302.0,-0.54861111111111116,-79.0
303.0,0.42253521126760563,60.0
304.0,0.60483870967741937,75.0
305.0,0.54411764705882348,74.0
306.0,-0.375,-54.0
307.0,1.1214953271028036,120.0
308.0,0.17948717948717949,14.0
309.0,0.76388888888888884,55.0
310.0,1.5491803278688525,189.0
311.0,0.65765765765765771,73.0
312.0,0.8571428571428571,36.0
313.0,0.07407407407407407,6.0
314.0,0.78688524590163933,48.0
315.0,0.91304347826086951,63.0
316.0,-0.10000000000000001,-11.0
317.0,0.73333333333333328,33.0
318.0,-0.18852459016393441,-23.0
319.0,1.3999999999999999,28.0
320.0,0.72131147540983609,44.0
321.0,0.72916666666666663,70.0
322.0,-0.10000000000000001,-11.0
323.0,0.064102564102564097,5.0
324.0,-0.36538461538461536,-38.0
325.0,1.4576271186440677,86.0
326.0,0.54255319148936165,51.0
327.0,1.6086956521739131,37.0
328.0,0.66091954022988508,115.0
329.0,0.0,0.0
330.0,0.75862068965517238,22.0
331.0,1.0727272727272728,59.0
332.0,-0.26363636363636361,-29.0
333.0,0.84677419354838712,105.0
334.0,0.27777777777777779,15.0
335.0,-0.25490196078431371,-26.0
336.0,-0.75352112676056338,-107.0
337.0,-0.22340425531914893,-21.0
338.0,0.7142857142857143,15.0
339.0,0.20999999999999999,21.0
340.0,0.52040816326530615,51.0
341.0,0.61111111111111116,11.0
342.0,1.1237113402061856,109.0
343.0,2.0,86.0
344.0,0.978494623655914,91.0
345.0,-0.090909090909090912,-9.0
346.0,0.49411764705882355,42.0
347.0,1.1836734693877551,58.0
348.0,1.5625,50.0
349.0,0.18823529411764706,16.0
350.0,0.38709677419354838,24.0
351.0,0.55882352941176472,19.0
352.0,0.9375,15.0
353.0,-0.17391304347826086,-4.0
354.0,1.0789473684210527,82.0
355.0,0.31645569620253167,25.0
356.0,1.24,93.0
357.0,0.55172413793103448,48.0
358.0,-0.13043478260869565,-6.0
359.0,0.78125,50.0
360.0,0.8571428571428571,66.0
361.0,0.76190476190476186,16.0
362.0,-0.93103448275862066,-162.0
363.0,0.71621621621621623,53.0
364.0,0.85135135135135132,63.0
365.0,1.2,42.0
366.0,0.72164948453608246,70.0
367.0,0.5444444444444444,49.0
368.0,1.46875,47.0
369.0,1.5512820512820513,121.0
370.0,0.94545454545454544,104.0
371.0,1.3999999999999999,7.0
372.0,1.5555555555555556,112.0
373.0,0.6063829787234043,57.0
374.0,1.1666666666666667,7.0
375.0,1.3398058252427185,138.0
376.0,-0.14285714285714285,-1.0
377.0,0.40277777777777779,29.0
378.0,3.0,3.0
379.0,0.55696202531645567,44.0
380.0,0.30246913580246915,49.0
381.0,0.42441860465116277,73.0
382.0,1.6875,27.0
383.0,1.5,30.0
384.0,0.57692307692307687,15.0
385.0,0.21839080459770116,19.0
386.0,0.72916666666666663,70.0
387.0,0.85915492957746475,61.0
388.0,0.80000000000000004,52.0
389.0,0.45454545454545453,5.0
390.0,1.0,4.0
391.0,0.40000000000000002,30.0
392.0,0.77777777777777779,63.0
393.0,0.43181818181818182,38.0
394.0,0.19553072625698323,35.0
395.0,0.84883720930232553,73.0
396.0,1.5625,75.0
397.0,0.91954022988505746,80.0
398.0,0.91044776119402981,61.0
399.0,0.80800000000000005,101.0
400.0,0.29629629629629628,8.0
401.0,0.64102564102564108,25.0
402.0,1.1866666666666668,89.0
403.0,0.50980392156862742,26.0
404.0,0.12592592592592591,17.0
405.0,0.76315789473684215,58.0
406.0,0.72727272727272729,24.0
407.0,0.56862745098039214,29.0
408.0,2.0,20.0
409.0,0.66666666666666663,16.0
410.0,0.46478873239436619,33.0
411.0,0.52713178294573648,68.0
412.0,0.64179104477611937,43.0
413.0,-0.75524475524475521,-108.0
414.0,0.92380952380952386,97.0
415.0,0.69565217391304346,32.0
416.0,0.5161290322580645,32.0
417.0,-0.013513513513513514,-1.0
418.0,1.0,21.0
419.0,-0.45454545454545453,-15.0
420.0,0.42857142857142855,9.0
421.0,2.0,24.0
422.0,-0.81699346405228757,-125.0
423.0,0.64102564102564108,25.0
424.0,1.1521739130434783,53.0
425.0,1.5217391304347827,35.0
426.0,-0.29473684210526313,-28.0
427.0,-0.61016949152542377,-36.0
428.0,0.75,33.0
429.0,0.61702127659574468,29.0
430.0,1.5084745762711864,89.0
431.0,1.2391304347826086,57.0
432.0,-0.039215686274509803,-2.0
433.0,-1.4565217391304348,-67.0
434.0,0.67073170731707321,55.0
435.0,0.45205479452054792,33.0
436.0,-0.77083333333333337,-37.0
437.0,0.42857142857142855,18.0
438.0,0.76666666666666672,69.0
439.0,0.98473282442748089,129.0
440.0,-0.11965811965811966,-14.0
441.0,1.1230769230769231,73.0
442.0,-0.58878504672897192,-63.0
443.0,0.97222222222222221,35.0
444.0,0.88405797101449279,61.0
445.0,0.083333333333333329,5.0
446.0,-0.55882352941176472,-76.0
447.0,0.67647058823529416,46.0
448.0,0.25,6.0
449.0,0.44444444444444442,32.0
450.0,0.36538461538461536,19.0
451.0,1.1136363636363635,49.0
452.0,-0.46601941747572817,-48.0
453.0,0.80434782608695654,37.0
454.0,0.29710144927536231,41.0
455.0,0.41818181818181815,23.0
456.0,0.37037037037037035,10.0
457.0,0.37209302325581395,16.0
458.0,0.3968253968253968,25.0
459.0,-0.072463768115942032,-5.0
460.0,0.21649484536082475,21.0
461.0,1.0169491525423728,60.0
462.0,0.88235294117647056,60.0
463.0,0.78260869565217395,18.0
464.0,0.63636363636363635,14.0
465.0,-0.63291139240506333,-50.0
466.0,-0.39423076923076922,-41.0
467.0,0.99186991869918695,122.0
468.0,0.48571428571428571,17.0
469.0,0.5641025641025641,44.0
470.0,-1.0416666666666667,-25.0
471.0,-0.29999999999999999,-6.0
472.0,0.81818181818181823,36.0
473.0,0.21848739495798319,26.0
474.0,-0.12264150943396226,-13.0
475.0,0.020408163265306121,2.0
476.0,-0.2857142857142857,-6.0
477.0,-0.35185185185185186,-38.0
478.0,-0.83673469387755106,-82.0
479.0,0.90196078431372551,46.0
480.0,0.0,0.0
481.0,-0.625,-20.0
482.0,1.0555555555555556,19.0
483.0,1.0,90.0
484.0,-0.703125,-45.0
485.0,-1.1566265060240963,-96.0
486.0,0.49333333333333335,37.0
487.0,1.2352941176470589,63.0
488.0,-0.065573770491803282,-4.0
489.0,0.88636363636363635,78.0
490.0,0.88111888111888115,126.0
491.0,0.97101449275362317,67.0
492.0,0.76119402985074625,51.0
493.0,-0.38709677419354838,-12.0
494.0,0.44871794871794873,35.0
495.0,1.3846153846153846,36.0
496.0,0.96153846153846156,25.0
497.0,0.6470588235294118,22.0
498.0,1.2346938775510203,121.0
499.0,0.34042553191489361,16.0
500.0,0.82926829268292679,34.0
501.0,0.063829787234042548,3.0
502.0,0.25,3.0
503.0,-0.10280373831775701,-11.0
504.0,0.86363636363636365,57.0
505.0,0.48837209302325579,42.0
506.0,0.31428571428571428,11.0
507.0,1.0851063829787233,51.0
508.0,0.609375,39.0
509.0,0.21739130434782608,15.0
510.0,-0.94999999999999996,-19.0
511.0,0.24242424242424243,24.0
512.0,0.65492957746478875,93.0
513.0,0.58974358974358976,23.0
514.0,0.40259740259740262,31.0
515.0,1.1954022988505748,104.0
516.0,1.0,25.0
517.0,0.63478260869565217,73.0
518.0,0.82608695652173914,38.0
519.0,1.1891891891891893,44.0
520.0,0.13333333333333333,16.0
521.0,0.25925925925925924,14.0
522.0,-0.44,-11.0
523.0,-0.037735849056603772,-2.0
524.0,1.2244897959183674,60.0
525.0,2.2857142857142856,16.0
526.0,0.28888888888888886,26.0
527.0,0.58333333333333337,49.0
528.0,0.035294117647058823,3.0
529.0,0.81690140845070425,58.0
530.0,0.44230769230769229,23.0
531.0,1.4423076923076923,75.0
532.0,1.0238095238095237,43.0
533.0,0.5,32.0
534.0,0.28225806451612906,35.0
535.0,0.1875,3.0
536.0,0.29090909090909089,16.0
537.0,0.92307692307692313,48.0
538.0,-0.19780219780219779,-18.0
539.0,0.68831168831168832,53.0
540.0,1.1666666666666667,84.0
541.0,-0.45945945945945948,-17.0
542.0,0.82692307692307687,43.0
543.0,0.98148148148148151,53.0
544.0,-0.02,-2.0
545.0,0.5,54.0
546.0,0.56338028169014087,40.0
547.0,1.6307692307692307,106.0
548.0,1.6666666666666667,30.0
549.0,0.37634408602150538,35.0
550.0,0.80000000000000004,24.0
551.0,-1.0,-7.0
552.0,0.40909090909090912,9.0
553.0,1.2857142857142858,9.0
554.0,1.1463414634146341,94.0
555.0,-1.1111111111111112,-20.0
556.0,0.65957446808510634,62.0
557.0,0.93396226415094341,99.0
558.0,-0.09375,-9.0
559.0,-1.2083333333333333,-58.0
560.0,0.22222222222222221,4.0
561.0,0.82608695652173914,19.0
562.0,-0.071428571428571425,-2.0
563.0,1.6470588235294117,28.0
564.0,0.94736842105263153,36.0
565.0,0.94117647058823528,16.0
566.0,0.25454545454545452,14.0
567.0,0.66666666666666663,34.0
568.0,1.0595238095238095,89.0
569.0,0.45000000000000001,36.0
570.0,1.3181818181818181,29.0
571.0,0.18181818181818182,2.0
572.0,1.3500000000000001,81.0
573.0,-0.77777777777777779,-28.0
574.0,0.24637681159420291,17.0
575.0,0.0,0.0
576.0,0.23214285714285715,13.0
577.0,1.0800000000000001,54.0
578.0,-0.075949367088607597,-6.0
579.0,-0.79365079365079361,-50.0
580.0,1.0384615384615385,54.0
581.0,0.9285714285714286,52.0
582.0,0.18309859154929578,13.0
583.0,0.94871794871794868,37.0
584.0,-0.040000000000000001,-1.0
585.0,1.0909090909090908,48.0
586.0,1.0357142857142858,29.0
587.0,0.28846153846153844,15.0
588.0,1.3333333333333333,48.0
589.0,-0.31304347826086959,-36.0
590.0,-0.29999999999999999,-42.0
591.0,1.3406593406593406,122.0
592.0,-0.51851851851851849,-28.0
593.0,0.4375,21.0
594.0,0.10714285714285714,6.0
595.0,1.7391304347826086,80.0
596.0,-0.27272727272727271,-12.0
597.0,0.5357142857142857,30.0
598.0,0.35365853658536583,29.0
599.0,-0.24719101123595505,-22.0
600.0,0.7857142857142857,11.0
601.0,0.59375,19.0
602.0,-0.22330097087378642,-23.0
603.0,1.0212765957446808,48.0
604.0,0.72499999999999998,29.0
605.0,0.061224489795918366,3.0
606.0,1.1403508771929824,65.0
607.0,0.014492753623188406,1.0
608.0,0.65714285714285714,23.0
609.0,-0.30666666666666664,-23.0
610.0,-0.12121212121212122,-8.0
611.0,0.71212121212121215,47.0
612.0,0.5,31.0
613.0,-0.16363636363636364,-18.0
614.0,0.18571428571428572,13.0
615.0,0.80392156862745101,41.0
616.0,0.64000000000000001,32.0
617.0,1.5911330049261083,323.0
618.0,1.5714285714285714,11.0
619.0,0.43243243243243246,16.0
620.0,0.45454545454545453,35.0
621.0,1.1746031746031746,74.0
622.0,-0.45945945945945948,-17.0
623.0,-0.33333333333333331,-1.0
624.0,-0.82758620689655171,-48.0
625.0,-0.59259259259259256,-16.0
626.0,0.72839506172839508,59.0
627.0,0.29113924050632911,23.0
628.0,0.70512820512820518,55.0
629.0,1.3913043478260869,32.0
630.0,1.0454545454545454,69.0
631.0,0.60810810810810811,45.0
632.0,0.58139534883720934,50.0
633.0,0.91764705882352937,78.0
634.0,0.0,0.0
635.0,-0.090909090909090912,-4.0
636.0,1.1333333333333333,51.0
637.0,1.0666666666666667,80.0
638.0,1.0526315789473684,60.0
639.0,0.69444444444444442,75.0
640.0,1.1860465116279071,51.0
641.0,-0.90140845070422537,-64.0
642.0,1.5555555555555556,14.0
643.0,1.4495412844036697,158.0
644.0,0.30864197530864196,25.0
645.0,0.77108433734939763,64.0
646.0,-0.36301369863013699,-53.0
647.0,1.1793103448275861,171.0
648.0,1.1917808219178083,87.0
649.0,0.77419354838709675,24.0
650.0,0.36363636363636365,32.0
651.0,1.0,26.0
652.0,1.467741935483871,91.0
653.0,-0.32380952380952382,-34.0
654.0,0.72222222222222221,26.0
655.0,0.17449664429530201,26.0
656.0,0.46666666666666667,7.0
657.0,0.6428571428571429,9.0
658.0,1.3125,105.0
659.0,-0.28846153846153844,-15.0
660.0,-0.19411764705882353,-33.0
661.0,0.5714285714285714,12.0
662.0,1.2653061224489797,62.0
663.0,0.3888888888888889,7.0
664.0,-0.30232558139534882,-13.0
665.0,-0.59459459459459463,-44.0
666.0,0.53982300884955747,61.0
667.0,2.0,2.0
668.0,1.2285714285714286,129.0
669.0,0.53672316384180796,95.0
670.0,0.74117647058823533,63.0
671.0,-0.52000000000000002,-13.0
672.0,0.9538461538461539,62.0
673.0,0.071428571428571425,7.0
674.0,0.0,0.0
675.0,0.7142857142857143,65.0
676.0,0.0,0.0
677.0,1.5462962962962963,167.0
678.0,1.3888888888888888,50.0
679.0,-0.62295081967213117,-114.0
680.0,0.31958762886597936,31.0
681.0,1.1022727272727273,97.0
682.0,-0.26000000000000001,-26.0
683.0,0.55033557046979864,82.0
684.0,0.17460317460317459,11.0
685.0,0.5,32.0
686.0,0.36666666666666664,33.0
687.0,0.72340425531914898,34.0
688.0,1.2068965517241379,105.0
689.0,-0.75,-108.0
690.0,0.40157480314960631,51.0
691.0,0.63265306122448983,31.0
692.0,0.59036144578313254,98.0
693.0,1.3580246913580247,110.0
694.0,0.93442622950819676,57.0
695.0,1.25,90.0
696.0,0.20000000000000001,16.0
697.0,1.0634920634920635,67.0
698.0,1.1818181818181819,39.0
699.0,0.27586206896551724,8.0
700.0,-0.26373626373626374,-24.0
701.0,1.2790697674418605,275.0
702.0,0.84615384615384615,33.0
703.0,-0.030927835051546393,-3.0
704.0,0.92000000000000004,23.0
705.0,0.22222222222222221,20.0
706.0,0.45000000000000001,9.0
707.0,-0.30612244897959184,-15.0
708.0,-0.40000000000000002,-30.0
709.0,1.0,11.0
710.0,0.38181818181818183,21.0
711.0,0.91666666666666663,88.0
712.0,0.6333333333333333,19.0
713.0,-0.34782608695652173,-8.0
714.0,-0.7068965517241379,-41.0
715.0,0.75,30.0
716.0,-0.7931034482758621,-23.0
717.0,-1.55,-62.0
718.0,0.21428571428571427,24.0
719.0,1.1176470588235294,19.0
720.0,1.1538461538461537,15.0
721.0,1.064516129032258,33.0
722.0,-0.20000000000000001,-4.0
723.0,0.12727272727272726,7.0
724.0,-0.60240963855421692,-50.0
725.0,0.57894736842105265,66.0
726.0,0.26190476190476192,11.0
727.0,0.12195121951219512,5.0
728.0,1.2857142857142858,18.0
729.0,-0.41558441558441561,-32.0
730.0,0.78205128205128205,61.0
731.0,0.5714285714285714,24.0
732.0,0.045454545454545456,1.0
733.0,0.78787878787878785,26.0
734.0,1.6470588235294117,28.0
735.0,-0.36585365853658536,-15.0
736.0,0.52727272727272723,29.0
737.0,1.9393939393939394,64.0
738.0,-0.53600000000000003,-67.0
739.0,0.15625,10.0
740.0,0.67272727272727273,37.0
741.0,0.55263157894736847,21.0
742.0,-0.42028985507246375,-29.0
743.0,0.41284403669724773,45.0
744.0,0.85039370078740162,108.0
745.0,1.0816326530612246,53.0
746.0,-0.19672131147540983,-12.0
747.0,0.73684210526315785,42.0
748.0,1.346938775510204,66.0
749.0,0.45871559633027525,50.0
750.0,1.1359223300970873,117.0
751.0,-0.30434782608695654,-21.0
752.0,-0.11764705882352941,-2.0
753.0,-0.55172413793103448,-16.0
754.0,0.74576271186440679,88.0
755.0,0.89655172413793105,52.0
756.0,0.58730158730158732,37.0
757.0,1.5,60.0
758.0,0.81981981981981977,91.0
759.0,-0.79487179487179482,-31.0
760.0,0.20238095238095238,17.0
761.0,0.47826086956521741,22.0
762.0,0.81081081081081086,60.0
763.0,0.59090909090909094,13.0
764.0,0.21518987341772153,17.0
765.0,0.6785714285714286,19.0
766.0,1.09375,35.0
767.0,0.26415094339622641,28.0
768.0,0.31818181818181818,14.0
769.0,0.66666666666666663,14.0
770.0,-0.16867469879518071,-14.0
771.0,-1.0877192982456141,-124.0
772.0,0.41176470588235292,35.0
773.0,0.79069767441860461,34.0
774.0,1.208,151.0
775.0,0.57333333333333336,43.0
776.0,-0.20833333333333334,-5.0
777.0,2.0,40.0
778.0,0.57843137254901966,59.0
779.0,0.36923076923076925,48.0
780.0,1.1395348837209303,98.0
781.0,0.80882352941176472,55.0
782.0,0.7857142857142857,77.0
783.0,1.1648351648351649,106.0
784.0,1.0461538461538462,68.0
785.0,0.95041322314049592,115.0
786.0,-0.8141025641025641,-127.0
787.0,1.0909090909090908,36.0
788.0,0.875,56.0
789.0,0.53793103448275859,78.0
790.0,0.66666666666666663,46.0
791.0,0.70114942528735635,61.0
792.0,0.33333333333333331,16.0
793.0,0.93877551020408168,138.0
794.0,0.56874999999999998,91.0
795.0,1.0144927536231885,70.0
796.0,1.1734693877551021,115.0
797.0,0.59999999999999998,33.0
798.0,0.98734177215189878,78.0
799.0,-0.76190476190476186,-80.0
800.0,0.75757575757575757,50.0
801.0,0.53846153846153844,7.0
802.0,-0.64347826086956517,-74.0
803.0,-0.125,-1.0
804.0,1.0181818181818181,56.0
805.0,1.1052631578947369,84.0
806.0,0.59740259740259738,46.0
807.0,-0.025477707006369428,-4.0
808.0,1.3626373626373627,124.0
809.0,1.0666666666666667,96.0
810.0,1.0909090909090908,24.0
811.0,0.32653061224489793,16.0
812.0,0.18248175182481752,25.0
813.0,0.703125,90.0
814.0,1.1142857142857143,117.0
815.0,1.0952380952380953,46.0
816.0,0.1891891891891892,14.0
817.0,0.79012345679012341,64.0
818.0,0.14432989690721648,14.0
819.0,0.69999999999999996,42.0
820.0,1.3768115942028984,95.0
