prob_topic_00,prob_topic_01,prob_topic_02,prob_topic_03,prob_topic_04,prob_topic_05,prob_topic_06,prob_topic_07,prob_topic_08,prob_topic_09,prob_topic_10,prob_topic_11
0.25075736711649682,0.00013770311209033325,0.40636188377857341,0.00013770311209033325,0.00013770311209033325,0.00013770311209033325,0.12407050399339023,0.10616909942164691,0.00013770311209033325,0.11030019278435692,0.00013770311209033325,0.0015147342329936656
0.19656322505800469,0.06677784222737819,0.009498259860788864,7.2505800464037134e-05,0.028349767981438519,0.097230278422273789,7.2505800464037134e-05,0.40030452436194902,0.063152552204176343,0.045751160092807434,0.090704756380510454,0.00152262180974478
0.32877658105495711,0.038801436067384697,0.36467826567246614,0.0001380834023750345,0.0001380834023750345,0.027754763877381936,0.080226456779895039,0.071941452637392975,0.0001380834023750345,0.085749792874896424,0.0015189174261253796,0.0001380834023750345
0.23274209012464042,0.21596356663470753,0.01701821668264621,0.00023969319271332693,0.3334132310642377,0.00023969319271332693,0.00023969319271332693,0.00023969319271332693,0.00023969319271332693,0.19199424736337484,0.0074304889741131346,0.00023969319271332693
0.094098649442160884,0.070610687022900756,0.03978273634762184,0.051526717557251904,0.0001467997651203758,0.0001467997651203758,0.0001467997651203758,0.019230769230769228,0.020698766881972988,0.55358191426893721,0.044186729301233116,0.10584263065179095
0.5510644418872267,0.020281933256616799,0.0058975834292289983,0.0030207134637514382,0.011651323360184119,0.00014384349827387802,0.00014384349827387802,0.365506329113924,0.0030207134637514382,0.031789413118527045,0.0073360184119677782,0.00014384349827387802
0.072259136212624586,0.0002768549280177187,0.014119601328903652,0.0002768549280177187,0.0002768549280177187,0.44878183831672197,0.047342192691029898,0.011351052048726464,0.0002768549280177187,0.15254706533776299,0.0002768549280177187,0.25221483942414169
0.14486385247082553,7.2035729721942103e-05,0.00079239302694136305,7.2035729721942103e-05,0.010157037890793835,0.32855496326177791,0.21834029678720651,0.075709551937761133,7.2035729721942103e-05,0.22122172597608419,7.2035729721942103e-05,7.2035729721942103e-05
0.1526120392468841,0.0094139485547600089,0.08631662688941924,0.0014584990718642271,0.00013259082471492973,0.3064173959162026,0.035932113497745957,0.18178202068416863,0.021347122779103687,0.20432246088570669,0.00013259082471492973,0.00013259082471492973
0.0081109366823652537,0.00026164311878597589,0.61512297226582935,0.00026164311878597589,0.021193092621664047,0.00026164311878597589,0.047357404500261643,0.03427524856096284,0.068288854003139707,0.20434327577184716,0.00026164311878597589,0.00026164311878597589
0.14448912447450191,9.1390970572107483e-05,0.03116432096508865,9.1390970572107483e-05,0.001919210382014257,0.0083165783220617798,9.1390970572107483e-05,0.2395357338694937,0.32452933650155363,0.15362822153171266,0.022939133613598978,0.073204167428258082
0.26093256059009479,0.0014488935721812435,0.080479452054794523,0.0027660695468914647,0.00013171759747102212,0.00013171759747102212,0.038329820864067436,0.01066912539515279,0.080479452054794523,0.30835089567966278,0.19770811380400419,0.018572181243414119
0.023069371727748689,0.060700261780104708,0.46973167539267013,0.22922120418848166,0.00016361256544502619,0.00016361256544502619,0.039430628272251307,0.00016361256544502619,0.081969895287958117,0.086878272251308897,0.0083442408376963335,0.00016361256544502619
