index,dtm_score
591.0,628.0
657.0,291.0
889.0,188.0
1837.0,602.0
162.0,559.0
758.0,372.0
1140.0,127.0
1590.0,532.0
1751.0,178.0
696.0,360.0
1110.0,669.0
547.0,410.0
1386.0,776.0
288.0,463.0
305.0,685.0
1937.0,500.0
2108.0,500.0
302.0,738.0
428.0,764.0
454.0,472.0
1198.0,800.0
1600.0,380.0
37.0,559.0
714.0,752.0
829.0,659.0
1637.0,414.0
550.0,140.0
903.0,159.0
992.0,477.0
630.0,573.0
1853.0,604.0
165.0,330.0
695.0,607.0
1527.0,174.0
2053.0,536.0
42.0,297.0
1791.0,702.0
1971.0,183.0
40.0,534.0
1918.0,276.0
2069.0,396.0
51.0,782.0
463.0,404.0
1466.0,213.0
1542.0,633.0
1711.0,552.0
1877.0,588.0
1946.0,373.0
96.0,669.0
935.0,536.0
1268.0,477.0
1961.0,550.0
1027.0,519.0
1221.0,453.0
1426.0,808.0
145.0,545.0
227.0,682.0
429.0,1019.0
862.0,498.0
1672.0,1322.0
1890.0,966.0
1799.0,353.0
143.0,593.0
1067.0,1178.0
1911.0,647.0
495.0,710.0
965.0,453.0
1902.0,811.0
1166.0,760.0
1391.0,421.0
1451.0,560.0
1871.0,359.0
2096.0,489.0
60.0,606.0
574.0,696.0
558.0,93.0
690.0,675.0
840.0,96.0
1680.0,530.0
1127.0,795.0
1931.0,689.0
1945.0,939.0
535.0,673.0
1820.0,790.0
20.0,797.0
148.0,8.0
430.0,756.0
1191.0,939.0
1725.0,899.0
807.0,108.0
2091.0,664.0
475.0,859.0
246.0,909.0
319.0,609.0
746.0,419.0
1578.0,703.0
1808.0,773.0
2048.0,905.0
670.0,879.0
787.0,488.0
1270.0,735.0
1376.0,741.0
151.0,785.0
166.0,704.0
240.0,583.0
987.0,921.0
1004.0,754.0
1173.0,1246.0
1596.0,794.0
744.0,232.0
1022.0,788.0
1251.0,785.0
1591.0,581.0
1616.0,1565.0
314.0,296.0
988.0,628.0
1183.0,407.0
1847.0,901.0
1881.0,165.0
717.0,364.0
846.0,1162.0
1065.0,825.0
1284.0,148.0
1784.0,119.0
1843.0,713.0
87.0,712.0
259.0,613.0
297.0,588.0
394.0,544.0
1001.0,431.0
1684.0,266.0
323.0,154.0
249.0,602.0
264.0,695.0
702.0,414.0
711.0,247.0
1328.0,729.0
1981.0,534.0
1928.0,354.0
8.0,276.0
161.0,506.0
521.0,553.0
1105.0,473.0
615.0,572.0
1471.0,305.0
401.0,499.0
776.0,649.0
1047.0,210.0
1676.0,619.0
1826.0,140.0
2039.0,219.0
27.0,272.0
50.0,699.0
168.0,487.0
1111.0,460.0
1200.0,1057.0
91.0,164.0
118.0,122.0
569.0,334.0
1015.0,640.0
1050.0,330.0
1974.0,450.0
84.0,782.0
960.0,480.0
969.0,863.0
1373.0,1127.0
1497.0,546.0
1529.0,667.0
1576.0,1268.0
2104.0,551.0
179.0,638.0
1048.0,330.0
53.0,299.0
699.0,540.0
760.0,120.0
841.0,634.0
1480.0,333.0
1588.0,184.0
1063.0,340.0
1258.0,503.0
1264.0,366.0
1811.0,357.0
126.0,254.0
661.0,461.0
1012.0,430.0
1431.0,670.0
1511.0,411.0
1550.0,553.0
616.0,324.0
1579.0,627.0
1592.0,288.0
1687.0,364.0
339.0,442.0
818.0,812.0
1249.0,439.0
1134.0,348.0
1160.0,404.0
1994.0,442.0
1998.0,812.0
826.0,1127.0
1212.0,330.0
1761.0,205.0
1176.0,174.0
1398.0,413.0
1225.0,723.0
1254.0,738.0
1617.0,221.0
18.0,773.0
335.0,985.0
1099.0,346.0
1510.0,316.0
2047.0,559.0
1114.0,870.0
1770.0,637.0
1812.0,835.0
981.0,530.0
1146.0,339.0
1263.0,496.0
1457.0,856.0
65.0,332.0
135.0,783.0
226.0,621.0
743.0,783.0
1686.0,38.0
1856.0,472.0
101.0,768.0
476.0,752.0
857.0,252.0
570.0,474.0
1139.0,857.0
15.0,755.0
659.0,1051.0
1859.0,498.0
93.0,88.0
309.0,668.0
1086.0,381.0
1441.0,715.0
1478.0,380.0
1594.0,731.0
1720.0,377.0
155.0,823.0
404.0,302.0
673.0,119.0
1531.0,930.0
2001.0,782.0
1182.0,960.0
290.0,590.0
1555.0,353.0
1730.0,170.0
217.0,486.0
473.0,538.0
1583.0,616.0
289.0,208.0
784.0,781.0
1152.0,242.0
1695.0,590.0
718.0,911.0
736.0,143.0
925.0,737.0
1247.0,670.0
1343.0,727.0
642.0,320.0
1075.0,803.0
1442.0,214.0
2107.0,280.0
531.0,241.0
1147.0,866.0
207.0,574.0
583.0,371.0
1094.0,426.0
175.0,244.0
1624.0,535.0
629.0,177.0
855.0,605.0
901.0,603.0
1312.0,274.0
1980.0,402.0
2079.0,537.0
453.0,627.0
679.0,691.0
759.0,473.0
1645.0,826.0
883.0,455.0
1858.0,281.0
765.0,245.0
1562.0,401.0
1860.0,522.0
1474.0,600.0
1568.0,459.0
1813.0,526.0
2119.0,605.0
1975.0,534.0
245.0,652.0
450.0,448.0
581.0,1146.0
1071.0,507.0
1805.0,446.0
2095.0,442.0
880.0,586.0
1551.0,456.0
1692.0,397.0
81.0,591.0
769.0,527.0
1279.0,165.0
1737.0,202.0
393.0,483.0
568.0,460.0
842.0,347.0
1552.0,604.0
433.0,638.0
1226.0,404.0
22.0,370.0
392.0,311.0
1411.0,620.0
1520.0,489.0
1787.0,340.0
414.0,467.0
887.0,333.0
1287.0,492.0
43.0,638.0
272.0,207.0
1806.0,652.0
440.0,457.0
964.0,331.0
991.0,650.0
1589.0,301.0
1782.0,340.0
1867.0,475.0
55.0,504.0
366.0,682.0
748.0,349.0
763.0,464.0
1536.0,456.0
1777.0,593.0
48.0,589.0
86.0,215.0
985.0,591.0
1472.0,679.0
1972.0,518.0
5.0,726.0
752.0,169.0
851.0,249.0
1005.0,266.0
1300.0,643.0
1599.0,733.0
1964.0,106.0
2073.0,87.0
1307.0,280.0
1395.0,417.0
1652.0,587.0
1681.0,273.0
1973.0,602.0
2044.0,201.0
721.0,617.0
1143.0,638.0
1346.0,178.0
466.0,446.0
792.0,547.0
929.0,149.0
1978.0,187.0
117.0,154.0
471.0,558.0
497.0,450.0
1545.0,388.0
1425.0,519.0
1613.0,63.0
2007.0,273.0
1016.0,179.0
1149.0,393.0
1988.0,165.0
1003.0,78.0
195.0,128.0
34.0,566.0
1128.0,735.0
1170.0,513.0
1569.0,750.0
1771.0,139.0
140.0,478.0
1000.0,711.0
1904.0,60.0
1982.0,555.0
580.0,386.0
95.0,817.0
121.0,671.0
766.0,769.0
1078.0,577.0
598.0,790.0
1052.0,739.0
71.0,159.0
232.0,732.0
481.0,173.0
585.0,595.0
1237.0,319.0
1242.0,812.0
33.0,383.0
1129.0,725.0
1410.0,632.0
2106.0,592.0
1736.0,809.0
281.0,337.0
146.0,575.0
220.0,507.0
474.0,501.0
1088.0,788.0
2077.0,636.0
601.0,482.0
57.0,245.0
77.0,235.0
512.0,400.0
595.0,658.0
1939.0,431.0
200.0,504.0
1402.0,342.0
1852.0,612.0
2120.0,524.0
66.0,516.0
1443.0,348.0
238.0,312.0
73.0,764.0
1009.0,431.0
1115.0,582.0
712.0,480.0
854.0,668.0
1365.0,331.0
486.0,841.0
1253.0,570.0
120.0,633.0
221.0,292.0
552.0,341.0
1042.0,532.0
1125.0,662.0
1710.0,446.0
164.0,574.0
222.0,557.0
271.0,701.0
893.0,527.0
1734.0,279.0
1311.0,483.0
511.0,560.0
1116.0,712.0
1995.0,282.0
153.0,700.0
729.0,954.0
730.0,479.0
1178.0,499.0
1783.0,449.0
100.0,582.0
859.0,269.0
1158.0,352.0
1265.0,387.0
1462.0,164.0
228.0,335.0
772.0,615.0
946.0,489.0
2010.0,214.0
231.0,216.0
1836.0,524.0
127.0,210.0
931.0,442.0
1397.0,605.0
1601.0,177.0
1935.0,345.0
2041.0,580.0
1032.0,445.0
137.0,500.0
437.0,274.0
1306.0,368.0
1331.0,669.0
1448.0,563.0
2060.0,603.0
786.0,70.0
1028.0,164.0
1167.0,785.0
813.0,857.0
867.0,374.0
125.0,742.0
201.0,685.0
963.0,610.0
563.0,360.0
142.0,110.0
1547.0,754.0
1920.0,459.0
176.0,347.0
1019.0,646.0
1151.0,629.0
1602.0,655.0
2037.0,592.0
2105.0,184.0
1119.0,143.0
1693.0,189.0
1845.0,136.0
514.0,396.0
1597.0,736.0
1769.0,293.0
129.0,262.0
441.0,444.0
877.0,283.0
1135.0,204.0
1530.0,581.0
1157.0,288.0
1393.0,817.0
1722.0,310.0
586.0,450.0
610.0,774.0
1091.0,168.0
1329.0,733.0
2.0,173.0
45.0,620.0
94.0,723.0
397.0,767.0
742.0,750.0
764.0,579.0
388.0,543.0
171.0,300.0
1041.0,691.0
1414.0,900.0
277.0,724.0
942.0,104.0
1595.0,354.0
856.0,168.0
994.0,9.0
1516.0,715.0
1573.0,866.0
1916.0,517.0
519.0,403.0
733.0,657.0
938.0,150.0
1833.0,386.0
39.0,517.0
1628.0,335.0
1430.0,891.0
1447.0,262.0
520.0,466.0
2049.0,559.0
525.0,155.0
600.0,583.0
1030.0,718.0
1301.0,604.0
1757.0,379.0
64.0,505.0
1246.0,579.0
1951.0,760.0
2059.0,691.0
2102.0,840.0
136.0,587.0
1259.0,465.0
83.0,763.0
1045.0,657.0
1699.0,340.0
1944.0,574.0
582.0,587.0
727.0,499.0
1571.0,685.0
1754.0,434.0
173.0,621.0
897.0,423.0
2058.0,606.0
868.0,457.0
1020.0,355.0
1584.0,893.0
1002.0,230.0
1195.0,431.0
1698.0,915.0
407.0,762.0
1544.0,118.0
1901.0,545.0
144.0,250.0
1036.0,416.0
1271.0,645.0
1436.0,236.0
80.0,602.0
515.0,242.0
1013.0,282.0
1046.0,540.0
668.0,728.0
996.0,244.0
596.0,76.0
686.0,706.0
767.0,118.0
780.0,292.0
1883.0,243.0
2076.0,428.0
21.0,245.0
1688.0,682.0
588.0,298.0
102.0,218.0
875.0,534.0
1076.0,467.0
1216.0,139.0
1313.0,268.0
1675.0,403.0
237.0,389.0
1159.0,491.0
1658.0,533.0
1713.0,112.0
1735.0,653.0
2016.0,762.0
239.0,502.0
445.0,553.0
1007.0,450.0
1718.0,781.0
530.0,812.0
1010.0,216.0
1070.0,701.0
1145.0,823.0
138.0,324.0
577.0,647.0
1177.0,112.0
1885.0,342.0
9.0,735.0
75.0,281.0
1209.0,170.0
1417.0,303.0
2064.0,200.0
44.0,597.0
113.0,478.0
592.0,898.0
147.0,491.0
906.0,247.0
911.0,776.0
1011.0,707.0
1172.0,777.0
2004.0,660.0
2068.0,965.0
1760.0,635.0
1979.0,847.0
2042.0,680.0
443.0,1035.0
1361.0,688.0
1709.0,559.0
908.0,289.0
566.0,990.0
2070.0,531.0
1453.0,431.0
1267.0,1006.0
1403.0,654.0
16.0,792.0
843.0,819.0
1124.0,113.0
1133.0,198.0
1275.0,917.0
1347.0,714.0
898.0,372.0
1729.0,728.0
2011.0,259.0
13.0,789.0
82.0,700.0
1581.0,440.0
1295.0,228.0
1674.0,235.0
1967.0,696.0
605.0,506.0
1464.0,267.0
2002.0,761.0
79.0,701.0
599.0,801.0
983.0,412.0
1696.0,122.0
1909.0,126.0
159.0,590.0
1619.0,714.0
1646.0,235.0
47.0,606.0
1269.0,150.0
1880.0,145.0
1960.0,898.0
1420.0,725.0
212.0,793.0
347.0,1013.0
555.0,885.0
783.0,693.0
1965.0,383.0
1970.0,631.0
1818.0,244.0
808.0,275.0
1663.0,685.0
1062.0,204.0
1607.0,615.0
25.0,312.0
1281.0,479.0
496.0,674.0
739.0,533.0
848.0,769.0
917.0,496.0
205.0,580.0
1370.0,381.0
1933.0,320.0
900.0,707.0
1427.0,510.0
725.0,434.0
1429.0,825.0
233.0,1.0
703.0,854.0
1756.0,638.0
154.0,795.0
830.0,813.0
1625.0,516.0
1665.0,542.0
756.0,770.0
910.0,722.0
1024.0,475.0
1886.0,195.0
90.0,255.0
565.0,444.0
1238.0,89.0
1304.0,303.0
1903.0,422.0
447.0,257.0
653.0,303.0
990.0,749.0
1650.0,752.0
1677.0,528.0
10.0,620.0
353.0,411.0
999.0,789.0
1796.0,410.0
1122.0,469.0
1703.0,586.0
62.0,378.0
1461.0,329.0
1957.0,239.0
1014.0,384.0
2050.0,457.0
423.0,911.0
604.0,163.0
754.0,970.0
1205.0,171.0
174.0,566.0
1671.0,558.0
1082.0,509.0
1446.0,819.0
103.0,129.0
11.0,393.0
1633.0,469.0
1832.0,490.0
78.0,669.0
1305.0,316.0
1452.0,615.0
1792.0,389.0
2098.0,435.0
215.0,268.0
1077.0,192.0
1163.0,227.0
72.0,574.0
1095.0,54.0
1241.0,243.0
1892.0,712.0
14.0,399.0
1629.0,499.0
1887.0,724.0
214.0,427.0
1435.0,862.0
63.0,622.0
132.0,688.0
1108.0,813.0
1385.0,292.0
1682.0,669.0
2093.0,594.0
489.0,535.0
949.0,266.0
1399.0,549.0
1508.0,138.0
1563.0,894.0
1741.0,187.0
1786.0,566.0
107.0,757.0
597.0,588.0
735.0,818.0
951.0,91.0
1716.0,945.0
2030.0,669.0
210.0,702.0
247.0,725.0
1252.0,212.0
1432.0,650.0
1759.0,766.0
2071.0,771.0
953.0,722.0
134.0,258.0
1565.0,290.0
2082.0,175.0
69.0,694.0
254.0,826.0
1188.0,590.0
6.0,796.0
593.0,236.0
761.0,368.0
425.0,693.0
719.0,846.0
1356.0,760.0
1848.0,799.0
1992.0,931.0
28.0,700.0
982.0,717.0
1554.0,381.0
415.0,231.0
625.0,577.0
1025.0,585.0
1532.0,106.0
1689.0,215.0
1797.0,640.0
1180.0,780.0
1500.0,473.0
431.0,204.0
472.0,278.0
894.0,802.0
1987.0,542.0
417.0,715.0
509.0,235.0
833.0,1128.0
905.0,907.0
267.0,240.0
2052.0,776.0
2112.0,625.0
723.0,981.0
1192.0,590.0
1541.0,480.0
1758.0,565.0
41.0,370.0
785.0,225.0
1683.0,279.0
1809.0,25.0
895.0,536.0
396.0,854.0
1962.0,335.0
2097.0,107.0
1272.0,221.0
1630.0,360.0
1840.0,622.0
1898.0,836.0
128.0,458.0
852.0,529.0
1232.0,224.0
775.0,484.0
961.0,164.0
1775.0,688.0
19.0,585.0
150.0,546.0
219.0,544.0
1162.0,229.0
1821.0,371.0
460.0,562.0
469.0,689.0
342.0,644.0
1044.0,164.0
909.0,775.0
1130.0,644.0
1815.0,784.0
1021.0,550.0
1196.0,381.0
198.0,157.0
202.0,375.0
923.0,767.0
1175.0,247.0
124.0,549.0
384.0,523.0
76.0,687.0
1126.0,463.0
1322.0,781.0
494.0,473.0
1142.0,656.0
1668.0,220.0
104.0,590.0
892.0,681.0
1029.0,607.0
1040.0,584.0
1262.0,774.0
1810.0,429.0
930.0,263.0
12.0,561.0
1990.0,460.0
2086.0,691.0
1113.0,714.0
1604.0,734.0
1165.0,588.0
1243.0,537.0
1538.0,633.0
2111.0,604.0
119.0,584.0
575.0,694.0
872.0,566.0
256.0,474.0
890.0,605.0
1031.0,481.0
933.0,701.0
576.0,534.0
1037.0,629.0
1137.0,495.0
1912.0,483.0
745.0,263.0
874.0,336.0
885.0,804.0
914.0,887.0
1691.0,417.0
1908.0,100.0
418.0,841.0
1433.0,163.0
611.0,734.0
2090.0,812.0
242.0,528.0
26.0,815.0
177.0,685.0
1795.0,604.0
2034.0,579.0
902.0,147.0
1319.0,425.0
1922.0,796.0
184.0,722.0
594.0,279.0
975.0,905.0
1400.0,554.0
1106.0,407.0
2020.0,780.0
1878.0,679.0
97.0,471.0
412.0,385.0
2043.0,355.0
924.0,770.0
1450.0,754.0
1917.0,390.0
1923.0,1087.0
141.0,756.0
