index,dtm_score
584.0,638.0
1131.0,628.0
1392.0,869.0
2085.0,225.0
1026.0,657.0
1740.0,796.0
1825.0,280.0
556.0,787.0
1215.0,42.0
2033.0,552.0
24.0,424.0
38.0,729.0
2066.0,773.0
1745.0,40.0
858.0,402.0
1907.0,212.0
451.0,533.0
477.0,930.0
1326.0,650.0
1419.0,754.0
1422.0,248.0
1930.0,671.0
213.0,449.0
955.0,85.0
332.0,656.0
1039.0,796.0
1993.0,802.0
1227.0,418.0
1767.0,643.0
886.0,406.0
1298.0,644.0
1690.0,189.0
749.0,341.0
421.0,172.0
468.0,689.0
828.0,394.0
1874.0,619.0
1685.0,253.0
1712.0,428.0
2018.0,450.0
482.0,593.0
624.0,402.0
1207.0,924.0
1780.0,746.0
1141.0,613.0
1293.0,533.0
1469.0,383.0
715.0,358.0
32.0,600.0
1493.0,294.0
2031.0,573.0
420.0,584.0
1344.0,452.0
250.0,370.0
341.0,298.0
904.0,330.0
1213.0,546.0
709.0,482.0
158.0,216.0
1983.0,560.0
112.0,426.0
1210.0,701.0
92.0,459.0
1154.0,464.0
1286.0,951.0
485.0,72.0
997.0,640.0
1324.0,400.0
978.0,254.0
1061.0,233.0
1642.0,768.0
1150.0,736.0
1534.0,647.0
1622.0,440.0
1790.0,504.0
1518.0,622.0
753.0,294.0
853.0,449.0
1388.0,251.0
989.0,162.0
1179.0,380.0
1064.0,700.0
1080.0,447.0
1947.0,638.0
68.0,566.0
357.0,234.0
865.0,479.0
1829.0,699.0
131.0,731.0
206.0,610.0
263.0,197.0
1161.0,86.0
115.0,124.0
539.0,430.0
1303.0,562.0
1454.0,805.0
560.0,941.0
1366.0,4.0
844.0,503.0
1056.0,449.0
1473.0,515.0
618.0,545.0
1953.0,874.0
2116.0,187.0
170.0,311.0
458.0,381.0
1582.0,751.0
1603.0,697.0
17.0,686.0
1208.0,306.0
1245.0,140.0
1763.0,920.0
1816.0,735.0
108.0,839.0
1927.0,695.0
2094.0,633.0
1358.0,670.0
111.0,749.0
470.0,462.0
1492.0,794.0
89.0,409.0
1421.0,467.0
1814.0,360.0
2054.0,378.0
436.0,441.0
456.0,581.0
613.0,826.0
2013.0,262.0
1416.0,644.0
350.0,742.0
896.0,663.0
1704.0,300.0
1673.0,681.0
54.0,481.0
941.0,575.0
1842.0,523.0
1714.0,747.0
1280.0,170.0
1055.0,683.0
1656.0,353.0
413.0,894.0
849.0,536.0
1332.0,31.0
1567.0,729.0
419.0,293.0
559.0,686.0
1824.0,537.0
698.0,500.0
998.0,601.0
1120.0,716.0
1296.0,381.0
2051.0,541.0
61.0,158.0
266.0,649.0
984.0,279.0
1289.0,624.0
1387.0,389.0
1294.0,234.0
1459.0,789.0
1827.0,325.0
1949.0,401.0
707.0,370.0
968.0,1062.0
1285.0,618.0
204.0,231.0
444.0,837.0
979.0,766.0
1835.0,203.0
1525.0,682.0
99.0,547.0
265.0,539.0
1434.0,768.0
327.0,607.0
562.0,358.0
1891.0,340.0
1283.0,587.0
1499.0,575.0
0.0,549.0
439.0,257.0
1121.0,348.0
1363.0,261.0
1375.0,206.0
1522.0,420.0
459.0,181.0
683.0,611.0
1721.0,352.0
1793.0,162.0
1705.0,747.0
2121.0,246.0
501.0,311.0
823.0,593.0
3.0,243.0
504.0,784.0
1509.0,271.0
1800.0,220.0
1929.0,1118.0
2114.0,390.0
49.0,472.0
182.0,130.0
479.0,241.0
704.0,497.0
1274.0,634.0
199.0,809.0
1553.0,195.0
1865.0,355.0
308.0,713.0
1362.0,252.0
1456.0,601.0
316.0,209.0
1533.0,482.0
1639.0,946.0
1546.0,603.0
2065.0,372.0
920.0,859.0
1540.0,134.0
1854.0,138.0
1575.0,510.0
1830.0,626.0
1921.0,221.0
708.0,210.0
864.0,573.0
1299.0,664.0
373.0,551.0
1169.0,569.0
1316.0,550.0
1694.0,100.0
1049.0,661.0
1513.0,663.0
1963.0,723.0
340.0,229.0
977.0,740.0
1168.0,537.0
2061.0,918.0
464.0,642.0
757.0,710.0
424.0,615.0
1487.0,150.0
1651.0,651.0
572.0,295.0
149.0,652.0
861.0,78.0
1171.0,622.0
1855.0,318.0
700.0,864.0
1844.0,423.0
590.0,603.0
966.0,165.0
208.0,453.0
1034.0,151.0
483.0,445.0
1817.0,404.0
573.0,385.0
915.0,169.0
178.0,149.0
487.0,619.0
1211.0,237.0
1390.0,386.0
1517.0,872.0
452.0,636.0
1803.0,163.0
1906.0,809.0
710.0,799.0
1018.0,355.0
537.0,767.0
1066.0,891.0
1327.0,458.0
354.0,616.0
1353.0,403.0
507.0,522.0
1726.0,637.0
1959.0,203.0
330.0,305.0
1415.0,330.0
1839.0,426.0
1455.0,2.0
2036.0,617.0
23.0,331.0
234.0,861.0
2056.0,885.0
2062.0,120.0
612.0,473.0
1203.0,316.0
1667.0,623.0
716.0,887.0
480.0,484.0
1073.0,220.0
1477.0,324.0
1739.0,316.0
2075.0,824.0
181.0,119.0
255.0,654.0
490.0,260.0
544.0,596.0
891.0,231.0
1201.0,303.0
751.0,612.0
1819.0,154.0
484.0,412.0
1081.0,788.0
2109.0,495.0
722.0,177.0
1069.0,630.0
986.0,29.0
1174.0,511.0
1936.0,643.0
7.0,641.0
701.0,1038.0
1494.0,787.0
747.0,464.0
916.0,612.0
2008.0,622.0
697.0,273.0
1104.0,888.0
1220.0,243.0
1669.0,693.0
1440.0,466.0
962.0,647.0
1325.0,265.0
1773.0,644.0
1054.0,698.0
1888.0,670.0
1218.0,399.0
1233.0,850.0
666.0,196.0
832.0,423.0
1017.0,621.0
1083.0,356.0
1882.0,215.0
478.0,534.0
870.0,421.0
1164.0,851.0
1185.0,428.0
1548.0,787.0
1558.0,793.0
1438.0,421.0
1610.0,624.0
1895.0,535.0
2046.0,533.0
268.0,591.0
1715.0,548.0
1822.0,755.0
1985.0,663.0
705.0,530.0
2038.0,441.0
510.0,553.0
542.0,597.0
640.0,522.0
741.0,284.0
1102.0,890.0
1788.0,162.0
1564.0,138.0
203.0,365.0
607.0,527.0
1248.0,718.0
252.0,338.0
845.0,848.0
1074.0,372.0
1932.0,301.0
614.0,582.0
643.0,501.0
1884.0,798.0
2084.0,692.0
2092.0,582.0
1240.0,729.0
1377.0,95.0
1872.0,565.0
274.0,427.0
390.0,650.0
1072.0,442.0
1889.0,709.0
257.0,752.0
541.0,528.0
836.0,174.0
276.0,1033.0
1618.0,498.0
1378.0,430.0
645.0,130.0
275.0,256.0
622.0,698.0
971.0,765.0
1202.0,449.0
2074.0,124.0
554.0,294.0
2055.0,138.0
740.0,319.0
863.0,758.0
1746.0,88.0
1090.0,38.0
1302.0,112.0
1475.0,778.0
1851.0,686.0
1986.0,1011.0
2019.0,133.0
652.0,841.0
230.0,380.0
662.0,290.0
1204.0,760.0
110.0,309.0
1850.0,325.0
2028.0,764.0
524.0,192.0
650.0,483.0
1834.0,160.0
2012.0,593.0
1445.0,755.0
1085.0,493.0
720.0,441.0
1372.0,317.0
1728.0,533.0
2017.0,701.0
871.0,163.0
1371.0,576.0
888.0,607.0
1915.0,468.0
2088.0,397.0
363.0,245.0
837.0,361.0
956.0,625.0
1925.0,257.0
1278.0,142.0
1292.0,191.0
589.0,838.0
498.0,461.0
1352.0,466.0
1308.0,490.0
1321.0,214.0
2024.0,191.0
337.0,739.0
1193.0,444.0
631.0,223.0
803.0,307.0
2087.0,657.0
1539.0,442.0
1059.0,623.0
1512.0,436.0
1231.0,378.0
1608.0,751.0
1861.0,534.0
398.0,143.0
687.0,186.0
791.0,453.0
2000.0,513.0
789.0,816.0
1482.0,553.0
378.0,688.0
1418.0,653.0
947.0,375.0
2022.0,692.0
1060.0,151.0
1727.0,312.0
638.0,338.0
1659.0,108.0
372.0,120.0
371.0,664.0
1084.0,328.0
1876.0,609.0
1290.0,151.0
2100.0,383.0
655.0,260.0
2124.0,547.0
1701.0,615.0
540.0,356.0
1184.0,389.0
360.0,665.0
1079.0,76.0
1093.0,975.0
646.0,466.0
1458.0,673.0
365.0,590.0
1644.0,483.0
258.0,516.0
1649.0,558.0
937.0,630.0
2023.0,179.0
379.0,786.0
1778.0,335.0
1938.0,361.0
1535.0,682.0
130.0,231.0
693.0,876.0
367.0,265.0
1234.0,675.0
799.0,717.0
1733.0,549.0
229.0,510.0
1910.0,233.0
318.0,692.0
564.0,662.0
1405.0,75.0
